src_port,dst_port,packet_size,protocol,label
22,21,1355,17,DDoS Attack
3389,53,925,6,Malware Detected
22,21,1264,17,Unauthorized Access
8080,80,1245,6,Malware Detected
80,53,1059,6,Unauthorized Access
3389,443,823,6,Unauthorized Access
8080,443,791,6,Unauthorized Access
22,25,1321,17,Unauthorized Access
22,53,959,17,DDoS Attack
80,443,1365,6,DDoS Attack
22,53,999,6,Unauthorized Access
8080,21,1066,6,Malware Detected
443,21,997,17,Unauthorized Access
8080,80,719,17,DDoS Attack
3389,25,1170,6,Brute Force
22,25,651,6,Brute Force
80,80,744,6,Malware Detected
8080,80,1179,6,Malware Detected
22,443,1414,6,Unauthorized Access
22,80,610,6,Unauthorized Access
3389,25,981,17,Unauthorized Access
8080,25,721,6,Malware Detected
22,443,1240,6,Unauthorized Access
3389,25,1410,17,Brute Force
443,443,525,6,Brute Force
22,443,1329,6,Brute Force
80,53,1122,6,Malware Detected
3389,21,928,6,Unauthorized Access
8080,25,659,6,Brute Force
80,53,549,17,Brute Force
8080,53,912,6,Brute Force
443,21,643,17,Unauthorized Access
443,25,789,6,Brute Force
80,25,1071,6,Malware Detected
80,21,1462,6,DDoS Attack
3389,25,742,6,Unauthorized Access
80,53,1264,17,Malware Detected
8080,443,1036,6,Brute Force
3389,53,1276,17,Brute Force
8080,25,1120,6,Malware Detected
443,25,946,17,Malware Detected
80,443,558,6,Brute Force
443,21,944,6,Brute Force
8080,443,1264,6,Brute Force
80,80,589,6,DDoS Attack
3389,80,1108,6,Brute Force
443,21,1370,6,Brute Force
80,53,1344,6,Brute Force
8080,53,1016,6,Brute Force
22,80,1160,6,Brute Force
3389,21,1011,17,Brute Force
443,21,1470,6,Unauthorized Access
22,80,1391,6,Malware Detected
443,53,610,17,Unauthorized Access
80,53,993,6,DDoS Attack
443,443,1171,6,DDoS Attack
8080,80,925,6,DDoS Attack
8080,25,1348,17,Unauthorized Access
80,21,1189,6,Malware Detected
8080,443,677,17,Malware Detected
3389,53,831,17,Brute Force
22,25,715,17,DDoS Attack
443,443,716,17,DDoS Attack
8080,80,957,17,Brute Force
22,443,613,17,Brute Force
22,53,1029,6,Brute Force
443,25,777,6,DDoS Attack
443,443,1454,17,Unauthorized Access
80,21,1143,17,Brute Force
80,80,1062,6,Malware Detected
3389,443,1252,17,DDoS Attack
3389,443,998,17,Malware Detected
3389,21,1249,6,Brute Force
8080,80,1394,6,Brute Force
80,80,1345,17,DDoS Attack
443,53,744,17,Unauthorized Access
443,443,850,6,Brute Force
443,21,1105,6,Malware Detected
443,443,721,17,Brute Force
3389,80,1196,6,Brute Force
443,80,1228,17,Unauthorized Access
80,25,1476,6,Malware Detected
8080,21,932,17,Brute Force
22,21,501,17,Unauthorized Access
8080,53,856,17,Malware Detected
8080,443,592,6,Brute Force
80,25,763,6,Unauthorized Access
80,80,1307,6,Malware Detected
443,53,1004,6,Unauthorized Access
3389,443,1486,17,Malware Detected
3389,53,1037,17,Unauthorized Access
3389,80,1004,6,Malware Detected
8080,443,1208,6,Malware Detected
22,443,1085,6,Unauthorized Access
3389,53,1110,6,DDoS Attack
3389,25,696,17,Unauthorized Access
8080,25,1489,6,Unauthorized Access
3389,443,1421,6,Brute Force
80,25,924,6,Brute Force
80,80,788,17,Unauthorized Access
3389,80,1381,17,Unauthorized Access
3389,21,1208,17,DDoS Attack
3389,25,1161,6,Unauthorized Access
443,443,1255,17,DDoS Attack
3389,80,776,17,Brute Force
3389,25,1395,6,DDoS Attack
443,21,1252,6,Malware Detected
443,53,762,17,Brute Force
3389,21,1425,17,Brute Force
80,443,892,17,Unauthorized Access
8080,53,798,17,Malware Detected
22,21,1112,6,Unauthorized Access
22,443,603,6,DDoS Attack
8080,80,615,17,Brute Force
8080,53,781,6,Brute Force
8080,80,547,6,Brute Force
80,80,1494,17,DDoS Attack
443,53,595,6,Brute Force
80,25,868,17,Malware Detected
3389,80,661,17,Brute Force
443,443,953,6,Unauthorized Access
22,443,579,17,Malware Detected
3389,443,505,17,Brute Force
443,25,688,17,DDoS Attack
8080,25,1415,17,DDoS Attack
80,21,923,6,DDoS Attack
80,443,1108,6,DDoS Attack
80,25,1005,6,DDoS Attack
22,53,1440,6,DDoS Attack
3389,25,1398,6,Unauthorized Access
80,25,1222,17,DDoS Attack
22,25,989,6,DDoS Attack
3389,21,1156,17,Brute Force
443,443,738,6,Unauthorized Access
3389,25,902,17,Malware Detected
443,25,1255,17,Malware Detected
8080,21,583,17,Malware Detected
8080,21,708,17,Malware Detected
80,21,635,17,Unauthorized Access
22,443,1500,6,Brute Force
443,80,1169,17,Unauthorized Access
3389,53,1052,6,Malware Detected
8080,80,1461,17,DDoS Attack
3389,25,1398,17,Malware Detected
3389,21,861,6,Malware Detected
80,21,1042,17,Brute Force
443,443,585,6,Unauthorized Access
443,21,1386,6,Unauthorized Access
3389,25,1496,6,Unauthorized Access
3389,21,1411,17,Malware Detected
443,21,685,6,Unauthorized Access
8080,21,551,17,Brute Force
3389,80,866,6,Malware Detected
80,443,885,17,DDoS Attack
443,25,1234,6,Unauthorized Access
8080,21,595,6,Malware Detected
80,53,697,6,Malware Detected
8080,21,780,6,Malware Detected
80,80,1148,17,Malware Detected
443,80,1107,17,Malware Detected
8080,21,1405,6,Malware Detected
22,80,738,17,Unauthorized Access
3389,80,697,6,Brute Force
3389,25,1304,17,Brute Force
80,25,1281,6,Malware Detected
443,21,1449,17,DDoS Attack
22,25,1304,17,DDoS Attack
22,25,873,6,Brute Force
443,21,781,6,Malware Detected
3389,21,1164,6,Unauthorized Access
22,80,1072,17,Unauthorized Access
80,25,1207,17,Brute Force
8080,80,655,6,Malware Detected
80,80,682,17,Unauthorized Access
8080,443,758,6,Brute Force
443,21,1223,17,Brute Force
3389,80,818,6,Unauthorized Access
22,80,596,17,Unauthorized Access
22,53,1333,6,DDoS Attack
8080,443,1417,6,DDoS Attack
3389,21,964,17,Brute Force
80,80,802,6,Brute Force
8080,443,1183,17,DDoS Attack
80,443,526,17,Brute Force
80,25,630,17,Malware Detected
8080,53,939,6,Brute Force
22,21,515,6,Unauthorized Access
8080,21,1135,6,Malware Detected
8080,25,1394,17,Brute Force
443,21,769,6,Brute Force
3389,80,791,17,Unauthorized Access
22,53,879,17,Malware Detected
80,80,872,17,DDoS Attack
3389,53,738,17,DDoS Attack
22,25,1109,6,Unauthorized Access
22,80,874,6,Malware Detected
22,25,1472,17,Malware Detected
3389,25,800,17,DDoS Attack
80,53,1227,17,Unauthorized Access
80,443,756,17,DDoS Attack
8080,25,976,6,Malware Detected
443,53,765,6,Unauthorized Access
443,443,948,17,Brute Force
443,53,663,17,Malware Detected
443,53,1104,17,Brute Force
443,443,1297,6,DDoS Attack
22,21,1204,6,DDoS Attack
443,80,1382,17,Brute Force
80,21,1009,6,Malware Detected
8080,25,645,17,Malware Detected
443,80,959,17,Brute Force
3389,80,679,17,Malware Detected
3389,53,941,17,Unauthorized Access
80,443,1042,17,Brute Force
3389,80,502,6,DDoS Attack
80,80,849,6,DDoS Attack
8080,25,1035,17,Unauthorized Access
22,21,585,17,DDoS Attack
3389,53,506,6,Malware Detected
8080,53,1393,6,Unauthorized Access
22,53,1396,17,Malware Detected
22,25,989,17,Unauthorized Access
80,53,1136,17,Malware Detected
443,80,1362,6,Unauthorized Access
8080,53,1283,17,Malware Detected
3389,25,555,6,Malware Detected
443,443,1045,6,Unauthorized Access
8080,80,1089,17,DDoS Attack
80,80,790,6,Malware Detected
8080,21,530,17,Malware Detected
22,53,1254,6,Malware Detected
22,25,698,6,Unauthorized Access
22,25,1309,6,Unauthorized Access
80,443,828,6,DDoS Attack
22,25,1063,6,Unauthorized Access
22,443,717,17,Unauthorized Access
3389,25,1237,17,DDoS Attack
8080,443,1203,6,DDoS Attack
80,80,1186,6,Malware Detected
3389,21,965,6,Brute Force
443,25,583,6,Brute Force
80,25,873,17,DDoS Attack
3389,21,1436,6,DDoS Attack
3389,21,559,6,Brute Force
22,25,702,17,Brute Force
443,80,722,17,Unauthorized Access
443,80,638,6,Unauthorized Access
443,21,610,17,DDoS Attack
22,53,929,6,Malware Detected
22,21,899,6,Brute Force
443,21,601,6,Brute Force
3389,25,1238,6,Brute Force
8080,80,1387,17,Brute Force
8080,25,1375,17,Brute Force
22,25,604,6,Malware Detected
8080,25,772,17,DDoS Attack
80,80,1222,17,Malware Detected
80,443,535,6,DDoS Attack
80,443,1246,6,Unauthorized Access
22,443,607,17,Brute Force
8080,80,1120,17,DDoS Attack
443,21,1029,6,Brute Force
3389,53,1359,17,Unauthorized Access
80,25,1343,17,Malware Detected
8080,21,748,17,Malware Detected
8080,443,999,6,Malware Detected
80,21,1368,17,DDoS Attack
443,21,1131,6,DDoS Attack
80,53,770,6,Brute Force
80,443,1225,6,Malware Detected
80,25,1269,17,DDoS Attack
80,80,660,17,DDoS Attack
80,443,648,17,Unauthorized Access
80,53,582,17,Malware Detected
80,25,1195,17,Unauthorized Access
443,25,1138,17,Brute Force
3389,21,1118,17,Brute Force
3389,80,1292,17,Unauthorized Access
22,80,1370,6,DDoS Attack
80,443,1277,17,Malware Detected
3389,53,1284,6,Brute Force
3389,443,719,17,DDoS Attack
3389,21,717,6,DDoS Attack
80,443,705,6,Malware Detected
22,25,543,6,Brute Force
3389,21,822,6,Brute Force
80,80,603,6,Unauthorized Access
80,21,699,6,Brute Force
443,25,892,6,Unauthorized Access
8080,53,821,17,DDoS Attack
22,53,1488,17,DDoS Attack
8080,25,1215,6,Unauthorized Access
8080,443,1154,6,Brute Force
3389,21,1281,6,DDoS Attack
3389,25,1107,17,Brute Force
8080,25,1061,6,DDoS Attack
3389,53,1300,6,Malware Detected
80,443,568,6,DDoS Attack
22,53,1148,6,Brute Force
3389,443,790,17,Unauthorized Access
80,80,752,17,Brute Force
22,25,929,17,DDoS Attack
8080,443,507,6,Unauthorized Access
8080,53,1229,6,Malware Detected
3389,80,1175,17,Unauthorized Access
443,53,1283,17,Brute Force
8080,80,1202,6,Brute Force
80,443,748,6,Unauthorized Access
22,25,860,17,Unauthorized Access
22,443,1185,17,DDoS Attack
3389,53,778,17,Malware Detected
80,443,540,6,Brute Force
80,21,818,6,Brute Force
8080,53,1187,17,DDoS Attack
80,443,675,6,Unauthorized Access
3389,21,523,17,Unauthorized Access
443,53,714,6,DDoS Attack
22,53,1007,17,Brute Force
8080,21,696,6,Malware Detected
8080,21,1490,17,Malware Detected
22,80,1297,6,DDoS Attack
443,443,1329,17,Malware Detected
443,25,816,6,DDoS Attack
8080,80,731,6,Malware Detected
3389,80,1005,6,Brute Force
8080,443,599,17,Malware Detected
8080,80,982,17,DDoS Attack
80,21,595,6,Malware Detected
22,443,1313,17,Malware Detected
80,443,1212,17,DDoS Attack
22,80,1361,17,Brute Force
8080,53,857,17,Malware Detected
443,25,1279,6,Unauthorized Access
3389,25,579,17,Malware Detected
8080,53,1270,6,Malware Detected
443,21,1133,17,Unauthorized Access
80,80,1499,17,Brute Force
3389,21,1314,17,DDoS Attack
8080,53,916,6,Brute Force
22,443,704,17,Unauthorized Access
80,53,976,17,DDoS Attack
80,25,881,6,Brute Force
80,21,1156,17,Unauthorized Access
443,53,912,6,DDoS Attack
8080,443,1428,17,Unauthorized Access
3389,443,1470,6,Malware Detected
80,80,1362,6,Malware Detected
8080,53,765,17,Unauthorized Access
80,53,1160,17,DDoS Attack
443,53,1385,17,DDoS Attack
80,53,810,17,Brute Force
80,25,1348,6,DDoS Attack
3389,21,676,6,Brute Force
3389,21,1133,6,Brute Force
443,21,1133,17,Malware Detected
8080,80,935,17,Brute Force
22,25,555,17,Malware Detected
22,25,1008,17,Brute Force
443,443,1471,17,DDoS Attack
22,80,563,6,DDoS Attack
80,443,1480,6,Brute Force
22,80,564,6,Brute Force
22,21,846,17,Brute Force
3389,443,1428,6,Malware Detected
8080,80,656,17,DDoS Attack
3389,25,1000,6,Malware Detected
22,25,502,17,Brute Force
443,21,560,17,Malware Detected
22,21,1316,6,Unauthorized Access
80,21,1028,6,Brute Force
8080,21,856,17,DDoS Attack
443,25,992,6,Unauthorized Access
80,25,1346,17,Unauthorized Access
80,80,1235,6,DDoS Attack
22,443,772,6,Brute Force
443,443,890,6,Malware Detected
22,25,795,17,Brute Force
8080,53,923,17,DDoS Attack
3389,443,915,17,DDoS Attack
443,53,1277,6,Malware Detected
3389,25,1377,6,Brute Force
3389,53,978,17,Brute Force
443,80,612,17,DDoS Attack
22,53,538,17,DDoS Attack
8080,80,960,6,Brute Force
3389,80,792,6,DDoS Attack
3389,80,500,17,Malware Detected
22,53,1047,17,Brute Force
8080,25,1159,17,Brute Force
443,25,1086,17,Unauthorized Access
3389,25,819,6,Malware Detected
80,21,505,6,Unauthorized Access
80,80,535,17,Brute Force
8080,80,665,17,Unauthorized Access
80,25,1436,6,Malware Detected
443,25,842,17,Unauthorized Access
80,53,860,17,Brute Force
80,25,755,6,DDoS Attack
8080,80,1136,17,Brute Force
80,21,968,6,DDoS Attack
22,21,673,17,DDoS Attack
8080,80,1159,17,Malware Detected
80,80,1406,6,Malware Detected
443,21,628,17,Malware Detected
443,21,762,6,Malware Detected
443,443,1201,6,Unauthorized Access
443,80,656,17,DDoS Attack
3389,53,1147,17,Brute Force
3389,21,660,17,Unauthorized Access
22,80,588,17,Unauthorized Access
443,53,944,17,Unauthorized Access
443,443,1256,17,Brute Force
80,80,695,17,DDoS Attack
443,53,1039,17,Malware Detected
3389,53,944,6,DDoS Attack
3389,80,1429,6,Malware Detected
3389,53,587,17,DDoS Attack
443,25,608,6,DDoS Attack
443,25,1055,17,Brute Force
443,21,508,6,Malware Detected
80,80,870,6,Malware Detected
80,21,1425,6,Malware Detected
8080,53,1302,17,Malware Detected
8080,53,1377,17,Malware Detected
8080,21,727,6,Malware Detected
443,443,1365,6,Malware Detected
80,443,581,17,Malware Detected
22,25,902,17,Brute Force
8080,80,1224,6,Unauthorized Access
80,25,1231,6,Unauthorized Access
80,25,1354,17,DDoS Attack
8080,443,970,17,Brute Force
22,53,1111,6,Brute Force
8080,21,1099,17,Unauthorized Access
80,25,1350,17,Malware Detected
3389,25,686,17,Brute Force
443,80,886,17,Malware Detected
3389,443,660,6,Unauthorized Access
8080,25,1127,17,Malware Detected
8080,53,520,6,DDoS Attack
3389,21,1175,6,Brute Force
443,53,1468,17,Unauthorized Access
8080,443,1050,17,DDoS Attack
22,21,734,6,DDoS Attack
3389,80,1369,17,Brute Force
3389,443,899,17,Malware Detected
3389,21,1475,17,DDoS Attack
80,53,832,6,Brute Force
443,25,1465,6,Malware Detected
80,53,797,17,Brute Force
22,53,992,6,Malware Detected
443,53,1157,17,DDoS Attack
80,80,1343,17,Brute Force
8080,53,604,17,Brute Force
22,443,1476,17,DDoS Attack
22,53,1362,6,Unauthorized Access
22,25,679,17,Brute Force
3389,443,944,6,DDoS Attack
8080,80,1036,17,Malware Detected
8080,443,754,17,DDoS Attack
80,80,1214,6,Malware Detected
80,25,710,17,Unauthorized Access
8080,443,506,17,Brute Force
80,80,854,17,Unauthorized Access
3389,80,1253,6,Unauthorized Access
80,21,1078,6,Unauthorized Access
3389,443,1363,17,Brute Force
22,25,1458,6,Brute Force
80,21,1259,6,Malware Detected
80,21,1175,6,DDoS Attack
3389,25,569,17,Unauthorized Access
8080,53,1253,6,Brute Force
80,53,936,6,Unauthorized Access
80,21,1251,6,DDoS Attack
443,25,1474,6,Brute Force
443,443,1324,6,DDoS Attack
80,80,968,6,DDoS Attack
22,25,882,17,Malware Detected
8080,21,1083,6,Brute Force
8080,53,1171,6,Brute Force
80,21,1377,17,Brute Force
443,443,1062,17,Brute Force
443,21,1430,6,Malware Detected
8080,443,1489,17,DDoS Attack
80,443,1414,17,Unauthorized Access
3389,443,1483,6,DDoS Attack
80,21,503,17,Malware Detected
443,53,946,17,Malware Detected
80,53,1377,6,Unauthorized Access
80,443,616,17,DDoS Attack
80,25,1475,17,Brute Force
3389,21,604,6,Brute Force
22,53,1040,6,Brute Force
22,25,872,17,Malware Detected
8080,21,1295,17,DDoS Attack
3389,443,944,17,Malware Detected
80,53,1430,17,DDoS Attack
22,443,643,6,Brute Force
80,25,1151,17,Brute Force
80,443,1070,6,Malware Detected
8080,25,1500,17,Brute Force
443,25,1485,6,Unauthorized Access
8080,53,1001,6,Brute Force
22,80,941,6,Malware Detected
443,53,699,17,Malware Detected
443,80,1375,6,DDoS Attack
80,443,536,17,Brute Force
443,53,862,17,Malware Detected
80,25,1120,6,DDoS Attack
8080,25,989,17,Malware Detected
3389,443,1242,17,Unauthorized Access
22,25,639,17,DDoS Attack
80,443,1011,6,DDoS Attack
3389,25,1058,6,DDoS Attack
22,443,585,6,Unauthorized Access
22,21,917,17,DDoS Attack
443,25,631,6,Brute Force
80,53,693,6,DDoS Attack
80,21,564,6,Brute Force
80,53,1292,6,Unauthorized Access
3389,21,1340,6,DDoS Attack
80,80,1421,6,Brute Force
3389,80,697,6,Brute Force
80,80,730,6,DDoS Attack
80,80,1419,17,Malware Detected
80,80,1007,6,Malware Detected
3389,443,1277,17,DDoS Attack
8080,21,1381,6,Unauthorized Access
8080,21,1076,17,DDoS Attack
22,80,642,6,DDoS Attack
443,80,1420,6,Unauthorized Access
3389,53,746,6,Unauthorized Access
80,21,996,17,Unauthorized Access
3389,25,793,17,Brute Force
443,25,1242,6,Unauthorized Access
22,25,797,6,Malware Detected
22,53,1405,6,Brute Force
8080,25,582,6,Malware Detected
8080,21,524,17,Malware Detected
443,53,953,6,DDoS Attack
80,21,894,17,DDoS Attack
3389,53,817,17,DDoS Attack
3389,80,572,17,Unauthorized Access
80,80,555,17,DDoS Attack
443,25,1046,6,Unauthorized Access
22,53,1006,6,Unauthorized Access
8080,80,864,6,Brute Force
443,80,1338,17,Unauthorized Access
80,21,504,17,Malware Detected
80,53,1357,6,Unauthorized Access
3389,80,535,6,Unauthorized Access
443,80,520,6,Malware Detected
8080,443,1091,17,Malware Detected
443,443,1130,6,Unauthorized Access
22,443,1455,6,Brute Force
8080,443,748,17,Malware Detected
80,443,600,6,Malware Detected
80,53,1103,6,DDoS Attack
443,21,1117,17,Unauthorized Access
80,21,1356,6,DDoS Attack
80,21,579,17,Brute Force
22,443,612,17,DDoS Attack
80,25,982,17,Malware Detected
22,443,1126,6,Brute Force
443,80,898,6,Unauthorized Access
3389,25,1268,17,Malware Detected
3389,25,1011,17,Malware Detected
3389,443,1024,17,Brute Force
3389,21,849,17,Malware Detected
3389,80,1078,6,Malware Detected
3389,443,1341,6,Unauthorized Access
80,25,909,17,Malware Detected
3389,53,675,17,DDoS Attack
80,21,729,17,Unauthorized Access
80,53,759,6,Malware Detected
22,443,1463,6,Brute Force
8080,25,1367,6,Malware Detected
8080,80,907,17,Brute Force
3389,80,684,6,DDoS Attack
3389,21,978,6,Unauthorized Access
3389,21,1061,17,DDoS Attack
3389,21,1338,6,Brute Force
22,21,1456,17,DDoS Attack
8080,21,967,6,Malware Detected
443,25,533,6,Malware Detected
443,80,1493,6,Brute Force
3389,443,598,6,Brute Force
443,443,716,17,DDoS Attack
8080,25,940,17,Malware Detected
22,443,1016,17,Malware Detected
3389,21,1101,6,Brute Force
22,53,1175,17,Unauthorized Access
443,53,1481,6,DDoS Attack
3389,25,691,6,Malware Detected
22,80,790,6,DDoS Attack
22,443,673,17,Malware Detected
443,21,888,17,Unauthorized Access
22,443,1089,17,Unauthorized Access
80,21,1493,17,DDoS Attack
80,25,1005,6,DDoS Attack
22,443,764,6,Brute Force
22,21,980,17,Brute Force
22,443,528,6,Unauthorized Access
8080,53,1303,6,DDoS Attack
3389,21,857,6,Unauthorized Access
80,25,1050,17,Malware Detected
3389,25,1434,6,Brute Force
8080,80,1261,6,DDoS Attack
80,53,1133,17,Unauthorized Access
8080,443,1009,6,Unauthorized Access
3389,80,579,6,Unauthorized Access
443,21,956,6,DDoS Attack
8080,53,501,17,DDoS Attack
80,80,1081,17,DDoS Attack
22,53,1143,17,DDoS Attack
80,443,724,17,Malware Detected
3389,80,530,17,DDoS Attack
8080,80,860,17,Unauthorized Access
80,443,623,6,DDoS Attack
443,53,1054,17,Malware Detected
22,21,731,6,Brute Force
22,443,797,6,Brute Force
443,53,1433,17,Malware Detected
8080,443,719,17,Malware Detected
22,25,1050,17,Unauthorized Access
22,21,622,6,Malware Detected
22,25,914,6,DDoS Attack
443,21,925,6,Unauthorized Access
80,443,1438,17,Brute Force
8080,25,738,17,Malware Detected
443,25,1280,17,Malware Detected
3389,443,892,17,DDoS Attack
80,53,904,6,Unauthorized Access
80,21,1207,17,Unauthorized Access
443,21,542,6,Unauthorized Access
443,443,1090,6,Brute Force
3389,443,654,17,Malware Detected
3389,80,734,17,DDoS Attack
8080,21,926,6,DDoS Attack
443,21,849,17,Malware Detected
443,25,1460,17,Brute Force
22,25,1226,6,Malware Detected
443,53,1382,17,Malware Detected
8080,21,1388,6,DDoS Attack
8080,443,904,17,DDoS Attack
80,25,851,17,Brute Force
8080,25,1124,17,Unauthorized Access
443,21,1099,6,Malware Detected
80,21,1340,17,DDoS Attack
443,443,1222,17,Brute Force
8080,80,623,17,DDoS Attack
3389,21,691,17,Brute Force
3389,443,1169,6,DDoS Attack
8080,443,702,6,Malware Detected
8080,80,622,17,Brute Force
8080,443,897,17,Malware Detected
3389,443,1212,17,Brute Force
80,53,1126,17,Malware Detected
22,80,1333,6,Malware Detected
3389,21,559,6,DDoS Attack
3389,25,1380,6,Malware Detected
443,25,612,6,Unauthorized Access
3389,80,508,17,Unauthorized Access
8080,25,591,17,Malware Detected
443,53,1319,17,Malware Detected
3389,443,934,6,Malware Detected
443,53,716,6,Malware Detected
8080,53,706,17,Malware Detected
3389,53,758,6,Brute Force
22,25,651,17,Brute Force
80,21,1107,17,Malware Detected
22,443,1027,17,Unauthorized Access
80,53,705,17,Unauthorized Access
443,25,573,6,Unauthorized Access
8080,25,851,6,DDoS Attack
22,80,850,6,Unauthorized Access
3389,25,773,17,Unauthorized Access
443,443,1282,6,Brute Force
22,53,994,17,Unauthorized Access
443,25,691,6,DDoS Attack
22,443,705,17,DDoS Attack
8080,80,565,6,Malware Detected
443,25,1301,6,Unauthorized Access
22,53,858,6,Brute Force
80,80,1094,17,Brute Force
443,53,1010,6,Unauthorized Access
443,21,1244,17,Malware Detected
3389,25,987,6,Unauthorized Access
8080,53,1253,6,DDoS Attack
443,53,994,6,Unauthorized Access
8080,53,707,17,Malware Detected
443,25,849,17,DDoS Attack
80,25,1493,6,Unauthorized Access
443,80,1243,6,Unauthorized Access
8080,25,531,17,Unauthorized Access
22,21,955,17,Unauthorized Access
443,21,1398,17,Unauthorized Access
3389,53,636,6,Malware Detected
80,443,1147,6,Malware Detected
8080,53,539,6,Unauthorized Access
22,80,600,17,Malware Detected
22,443,750,6,DDoS Attack
8080,443,635,17,Malware Detected
22,443,628,6,DDoS Attack
80,53,901,17,Malware Detected
80,53,1320,17,Malware Detected
80,53,1286,17,Unauthorized Access
22,80,599,6,Brute Force
22,53,1104,6,Malware Detected
3389,25,541,17,Malware Detected
80,25,1367,17,DDoS Attack
3389,21,947,6,Unauthorized Access
80,25,950,6,Malware Detected
8080,80,752,17,Malware Detected
22,53,1458,17,Unauthorized Access
3389,53,631,17,Unauthorized Access
22,53,1051,17,DDoS Attack
443,443,816,17,Malware Detected
8080,80,1031,17,Malware Detected
8080,53,559,17,Unauthorized Access
80,53,840,17,Malware Detected
443,25,1345,17,Unauthorized Access
3389,25,1151,6,Malware Detected
3389,21,1402,6,Unauthorized Access
443,80,1429,17,DDoS Attack
8080,25,812,17,Unauthorized Access
80,443,1044,17,Brute Force
443,443,1309,6,Malware Detected
22,25,1274,6,DDoS Attack
3389,21,1205,17,DDoS Attack
80,53,867,17,DDoS Attack
443,25,1442,6,Brute Force
3389,443,1291,17,Brute Force
80,53,883,17,Malware Detected
3389,21,783,6,Brute Force
80,25,934,17,DDoS Attack
80,53,1011,17,Unauthorized Access
22,443,1120,17,Brute Force
443,80,1129,17,Unauthorized Access
443,25,1487,6,Unauthorized Access
8080,21,1119,6,Brute Force
3389,53,1082,6,Unauthorized Access
22,80,680,6,Malware Detected
22,21,1191,17,Unauthorized Access
3389,443,1488,6,Unauthorized Access
22,443,767,6,Malware Detected
80,25,1004,6,Unauthorized Access
22,443,662,17,Malware Detected
3389,21,1143,6,DDoS Attack
22,21,630,6,Brute Force
80,21,617,17,DDoS Attack
3389,25,778,17,Malware Detected
8080,25,1166,17,DDoS Attack
80,25,814,6,Unauthorized Access
8080,21,1005,6,Brute Force
22,443,1300,17,DDoS Attack
22,21,1203,6,Malware Detected
3389,53,575,6,Unauthorized Access
443,80,682,17,Malware Detected
22,53,694,6,DDoS Attack
80,80,548,17,Brute Force
22,443,577,17,Brute Force
80,80,1239,6,Malware Detected
22,53,1499,17,DDoS Attack
22,53,1199,6,DDoS Attack
80,53,502,17,Malware Detected
3389,80,1306,6,DDoS Attack
3389,21,1142,17,Brute Force
8080,25,675,17,Brute Force
80,80,1446,17,Malware Detected
22,25,1462,17,Unauthorized Access
80,53,1489,6,DDoS Attack
22,21,1476,17,Unauthorized Access
3389,80,907,6,Malware Detected
22,21,959,6,Malware Detected
22,443,1137,6,Brute Force
22,443,711,17,Unauthorized Access
443,443,1003,17,Malware Detected
22,443,738,6,Malware Detected
80,21,815,17,Brute Force
80,80,1375,6,Malware Detected
8080,21,1383,17,Malware Detected
3389,443,654,17,Malware Detected
3389,21,1448,17,DDoS Attack
443,21,991,17,Malware Detected
443,80,977,17,DDoS Attack
80,443,1194,6,Malware Detected
8080,21,1246,6,DDoS Attack
80,80,1304,17,Malware Detected
443,53,936,6,Malware Detected
443,53,915,6,Unauthorized Access
8080,53,1151,6,Brute Force
80,443,944,17,DDoS Attack
80,80,1140,6,Malware Detected
8080,80,806,6,Malware Detected
3389,25,536,6,DDoS Attack
80,443,1376,17,Unauthorized Access
443,443,1427,17,Unauthorized Access
8080,443,1357,17,DDoS Attack
443,25,681,17,DDoS Attack
3389,80,1464,17,Unauthorized Access
22,53,1454,6,Unauthorized Access
8080,443,714,17,Brute Force
22,21,1384,17,Brute Force
3389,443,1290,6,Malware Detected
80,25,933,17,DDoS Attack
3389,53,811,6,Brute Force
22,443,750,6,DDoS Attack
22,53,1331,6,Unauthorized Access
22,53,1485,17,Unauthorized Access
3389,80,1250,6,Brute Force
443,443,915,17,Malware Detected
22,80,1044,17,Unauthorized Access
22,21,1218,17,Unauthorized Access
8080,25,762,17,Malware Detected
22,53,756,17,Malware Detected
3389,53,1093,17,DDoS Attack
8080,21,1315,6,Unauthorized Access
443,443,820,6,DDoS Attack
22,80,1126,17,Unauthorized Access
22,443,715,17,DDoS Attack
3389,21,623,17,Unauthorized Access
3389,53,1383,6,Malware Detected
443,25,946,17,Unauthorized Access
3389,25,812,17,Malware Detected
22,443,662,6,DDoS Attack
443,21,803,17,DDoS Attack
8080,25,1105,6,Unauthorized Access
22,443,621,6,DDoS Attack
443,53,991,6,Brute Force
3389,25,620,17,Brute Force
80,21,1496,17,Brute Force
443,25,970,6,Brute Force
3389,53,973,17,Brute Force
22,21,1101,17,Unauthorized Access
80,80,1117,6,Brute Force
443,21,1193,17,Brute Force
80,21,767,6,Brute Force
22,25,615,6,Brute Force
443,80,1063,17,Malware Detected
22,25,1421,17,Brute Force
443,25,986,6,Unauthorized Access
3389,53,557,6,Unauthorized Access
443,80,1081,17,Brute Force
3389,21,1457,6,DDoS Attack
443,80,1181,6,Brute Force
3389,53,1038,6,Malware Detected
3389,25,567,17,Unauthorized Access
443,80,1463,17,DDoS Attack
80,25,1312,17,Brute Force
22,80,753,6,Malware Detected
8080,443,1398,17,Brute Force
80,80,1006,6,Unauthorized Access
80,443,1192,6,DDoS Attack
80,25,1363,6,Brute Force
